article id,fp ratio,fp count,support,title,original keywords
fpsyg.2016.00971,1.0,552,552,Corrigendum: Extending decision making competence to special populations: a pilot study of persons on the autism spectrum,decision making;persons on the autism spectrum;risk taking;perception of social norms;framing effects
fpsyg.2015.01039,1.0,584,584,Erratum on: Follow the heart or the head? The interactive influence model of emotion and cognition,emotion;reason;dual-process;decision making;emotion regulation
fpsyg.2015.00056,1.0,571,571,Body in mind,body in mind;tactile;touch;somatosensory;attention;Somatosensory Evoked Potentials (SEP)
fpsyg.2016.00174,1.0,589,589,Corrigendum: Social Daydreaming and Adjustment: An Experience-Sampling Study of Socio-Emotional Adaptation During a Life Transition,daydreaming;mind wandering;socio-emotional adaptation;social cognition;social emotion;emotional inertia;loneliness;experience-sampling
fpsyg.2016.00006,1.0,591,591,Editorial: Development of Executive Function during Childhood,executive function;cognitive flexibility;inhibitory control;working memory;brain development;socio-emotional development;prefrontal cortex (PFC);cognitive development
fpsyg.2013.00728,1.0,551,551,Option generation in decision-making research: why just talk?,options;option generation;decision making;cognitive modeling;experimental design;reinforcement learning;computational modeling
fpsyg.2016.00311,1.0,523,523,"The Impact of Poor Motor Skills on Perceptual, Social and Cognitive Development: The Case of Developmental Coordination Disorder",developmental coordination disorder;motor skill;embodiment;dynamic systems;physical activity;predictive control
fpsyg.2013.00870,1.0,575,575,"Can enlightenment be traced to specific neural correlates, cognition, or behavior? No, and (a qualified) Yes",mindfulness;meditation;awareness;enlightenment;consciousness;neurophenomenology
fpsyg.2015.00988,1.0,607,607,Miscommunication of science: music cognition research in the popular press,science communication;music;public opinion;methods;writing
fpsyg.2016.00245,1.0,602,602,Probing the Cultural Constitution of Causal Cognition A Research Program,causal cognition;culture;language;methods;interdisciplinary approach
fpsyg.2015.01112,1.0,581,581,Commentary Reinstatement of long-term memory following erasure of its behavioral and synaptic expression in Aplysia ,long-term memory;learning;synaptic plasticity;Hebbian learning;connectionism;representationalism;cognitive science;neuroscience
fpsyg.2015.01231,1.0,504,504,Editorial: Taking a hands-on approach: current perspectives on the effect of hand position on vision,embodied cognition;multisensory integration;perception and action;affordance;proprioception
fpsyg.2015.00437,1.0,569,569,Erratum on: Emotionality differences between a native and foreign language: theoretical implications,bilingualism;emotion;context dependence;embodiment;language acquisition
fpsyg.2016.00656,1.0,582,582,The Central Governor Model of Exercise Regulation Teaches Us Precious Little about the Nature of Mental Fatigue and Self-Control Failure,Self-control;motivation;exercise physiology;central governor model;ego depletion
fpsyg.2013.00827,1.0,505,505,Motivation in psychocardiological rehabilitation,motivation;cardiological rehabilitation;stroke rehabilitation;psychocardiology;cardiac psichology
fpsyg.2015.01329,1.0,532,532,Conditions for minimal intelligence across eukaryota: a cognitive science perspective,minimal intelligence;eukaryota;learning;memory;adaptive behavior;decision-making;problem solving
fpsyg.2015.02046,1.0,567,567,"Editorial: Multisensory Integration: Brain, Body, and World",multisensory integration;body representation;attentional deployment;emotional processing;numerical cognition;language;embodied reasoning;time processing
fpsyg.2015.00914,1.0,550,550,Editorial: Dynamic systems theory and embodiment in psychotherapy research. A new look at process and outcome,dynamic systems theory;embodiment;psychotherapy process;psychotherapy outcome;self-organization;emergence;enactivism;temporality
fpsyg.2014.01208,1.0,579,579,"Perception of visual advertising in different media: from attention to distraction, persuasion, preference and memory",advertising;eye movements;attention;memory;ad format;animation;internet;media
fpsyg.2014.00466,1.0,551,551,Individual differences in associative learning,learning;associationism;computational psychopathology;conditioning (psychology);individual differences
fpsyg.2013.00347,1.0,564,564,The brain basis of musicophilia: evidence from frontotemporal lobar degeneration,music;musicophilia;craving;frontotemporal dementia;degeneration
fpsyg.2014.00835,1.0,572,572, Not in their right mind : the relation of psychopathology to the quantity and quality of creative thought,madness;creativity;psychopathology;prefrontal cortex (PFC);hypofrontality;bipolar disorder;schizophrenia;genius
fpsyg.2014.01143,1.0,568,568,Lateralization and cognitive systems,handedness;executive function;laterality;lateralization;hemispheric asymmetry;brain;language;brain structure
fpsyg.2015.00166,1.0,553,553,Awareness shaping or shaped by prediction and postdiction: Editorial,consciousness;vision;audition;touch;motor control;action;motion perception
fpsyg.2016.00515,1.0,570,570,On Picturing a Candle: The Prehistory of Imagery Science,visual imagery;fMRI;imagination;philosophy of mind;history of philosophy;history of psychology
fpsyg.2014.00716,1.0,568,568,In search of conceptual frameworks for relating brain activity to language function,multilingual;bilingualism;second language acquisition;second language processing;neurolinguistics;psycholinguistics;models;theoretical
fpsyg.2014.00133,1.0,560,560,The disruptive and beneficial effects of distraction on older adults cognitive performance,aging;attention regulation;distraction;inhibition;facilitation
fpsyg.2016.00626,1.0,546,546,"Competition between Cognitive Control and Encapsulated, Unconscious Inferences: Are Aha-Experiences Special?",mind wandering;mindfulness;consciousness;unconscious inference;aha experience
fpsyg.2016.00751,1.0,546,546,Arguments from Developmental Order,development;developmental order;inference to the best explanation;philosophy of science;argumentation;conditional reasoning;theories of concepts;developmental psychology
fpsyg.2015.00133,1.0,584,584,"Educational neuroscience, constructivism, and the mediation of learning and creativity in the 21st century",educational neuroscience;transfer;neuroplasticity;reasoning;neuromyth;creativity;math;music
fpsyg.2015.01872,1.0,565,565,Editorial: Improving Bayesian Reasoning: What Works and Why?,Bayesian reasoning;belief revision;risk communication;subjective probability;human judgment;individual differences;probabilistic judgment
fpsyg.2015.02023,1.0,562,562,Music Makes the World Go Round: The Impact of Musical Training on Non-musical Cognitive Functions A Review,musical training;cognitive training;neuroplasticity;executive functions;memory;processing speed;creativity;attention
fpsyg.2013.00720,1.0,556,556,Erratum: Genetic modulation of training and transfer in older adults: BDNF Val66Met polymorphism is associated with wider useful field of view,videogame;brain-derived neurotrophic factor;useful field of view;brain training;aging
fpsyg.2014.01436,1.0,587,587,Extending the reach of mousetracking in numerical cognition: a comment on Fischer and Hartmann (2014),numerical cognition;mousetracking;competition;dynamics;embodiment
fpsyg.2014.00857,1.0,563,563,Studying real-world perceptual expertise,perceptual expertise;expertise;learning;categorization;recognition;birding
fpsyg.2016.01075,1.0,562,562,Commentary: Greater Emotional Gain from Giving in Older Adults: Age-Related Positivity Bias in Charitable Giving,charity;aging;older adults;gist based processing;donations
fpsyg.2015.01527,1.0,581,581,Book Review: Cognitive Neuroscience of Natural Language Use,language processing;fMRI;EEG/MEG;ecological validity;methodology;philosophy
fpsyg.2015.01435,1.0,558,558,Learning from history: the need for a synthetic approach to human cognition,theory;research;attention;analytical modeling;synthetic
fpsyg.2015.00556,1.0,598,598,"Auditory training can improve working memory, attention, and communication in adverse conditions for adults with hearing loss",auditory training;hearing loss;working memory;attention;communication;hearing aids;executive function;speech perception
fpsyg.2015.00602,1.0,606,606,"Novel mechanisms, treatments, and outcome measures in childhood sleep",sleep;pediatric cognition;learning;memory;outcome measure;sleep treatments
fpsyg.2015.01747,1.0,585,585,The Future of Action Video Games in Psychological Research and Application,ageing (aging);attention;visual perception;spatial cognition;treatment;dyslexia;action video games;gaming
fpsyg.2016.00622,1.0,603,603,Plant Studies May Lead Us to Rethink the Concept of Behavior,behavior;operative definition;developmental plasticity;development;physiology;movement
fpsyg.2016.00706,1.0,581,581,Corrigendum: Bifactor analysis and construct validity of the Five Facet Mindfulness Questionnaire (FFMQ) in non-clinical Spanish samples,Five Facet Mindfulness Questionnaire;bifactor model;structural equation modeling;anxiety;depression
fpsyg.2015.01807,1.0,609,609,A Cognitive Profile of Obesity and Its Translation into New Interventions,obesity;cue reactivity;extinction;executive functions;inhibition;working memory;immediate reward;attention bias
fpsyg.2015.01097,1.0,596,596,Working memory training: from metaphors to models,working memory;training;task analysis;intellectual disabilities;transfer effects;standardized academic achievement outcomes;school outcomes
fpsyg.2015.01546,1.0,604,604,"Knowledge, curiosity, and aesthetic chills",aesthetic chills;musicology;curiosity;emotion;knowledge
fpsyg.2015.01988,1.0,606,606,Psychographic Profiling for Effective Health Behavior Change Interventions,health psychology;behavioral medicine;behavior-change interventions;motivation
fpsyg.2016.00762,1.0,589,589,Editorial: Components of the Language-Ready Brain,language;language development;evolution;neurolinguistics;evolutionary biology
fpsyg.2016.00087,1.0,582,582,Getting under the Skin: Report from the International Psoriasis Council Workshop on the Role of Stress in Psoriasis,psoriasis;stress;depression;anxiety;psychological comorbidities;hypothalamic-pituitary-adrenal axis;cognitive behavioral therapy
fpsyg.2014.00648,1.0,580,580,Timing and time perception: A selective review and commentary on recent reviews,time perception;attention;animals;humans;commentary
fpsyg.2015.00305,1.0,579,579,Commentary on: The body social: an enactive approach to the self . A tool for merging bodily and social self in immobile individuals,embodiment;tool use;spinal cord injuries;bodily self;social self
fpsyg.2014.00737,1.0,563,563,Understanding expertise and non-analytic cognition in fingerprint discriminations made by humans,expertise;fingerprints;decision making;forensics;non-analytical reasoning;testimony;instance-based learning
fpsyg.2016.00164,1.0,584,584,Corrigendum: Arousal and exposure duration affect forward step initiation,emotion;motor activity;gait;reaction time;kinematics
fpsyg.2013.00655,1.0,576,576,Evolutionary and differential psychology: conceptual conflicts and the path to integration,bottom-up explanation;differential psychology;evolutionary psychology;individual differences;integration;top-down explanation;unification of psychology
fpsyg.2015.00767,1.0,541,541,"Editorial: Theories of visual attention linking cognition, neuropsychology, and neurophysiology",neural;visual;attention;computational;model
fpsyg.2014.00707,1.0,618,618,A proposed integration of the expert performance and individual differences approaches to the study of elite performance,expertise;intelligence;motivation;individual differences;expert performance;inspiration;general cognitive ability
fpsyg.2015.00463,1.0,595,595,Embodied cognition of aging,embodiment;aging;dementia;sensory-motor processing;Alzheimer's disease;Parkinson disease
fpsyg.2014.00908,1.0,568,568,Extended evolutionary psychology: the importance of transgenerational developmental plasticity,extended inheritance;parental effects;developmental niche;developmental plasticity;embodied cognition;extended cognition;extended evolutionary synthesis
fpsyg.2015.00574,1.0,554,554,Corrigendum: Comprehending non-native speakers: theory and evidence for adjustment in manner of processing,corrigendum;psycholinguistics;non-native speakers;working memory;comprehension;expectations;top-down processing
fpsyg.2014.00433,1.0,588,588,"Sound mind, irrational behavior?",reasoning;decision making;rationality;illusion of control;folk psychology;irrational thinking
fpsyg.2015.01857,1.0,555,555,Corrigendum: Brain asymmetry in the white matter making and globularity,brain asymmetry;white matter;lateralization;brain rhythms;language
fpsyg.2014.00234,1.0,592,592,Corrigendum: Cognitive training with casual video games: points to consider,attention;working memory;reasoning;fluid intelligence;video games;cognitive training;casual games;transfer of training
fpsyg.2013.00630,1.0,593,593,Grounding clinical and cognitive scientists in an interdisciplinary discussion,embodiment;grounded cognition;embodied clinical perspectives
fpsyg.2013.00680,1.0,606,606,Dreaming and the neurobiology of self: recent advances and implications for psychiatry,minimal self;psychosis;schizophrenia;lucidity;dreaming;corollary discharge;sense of agency;self-monitoring
fpsyg.2014.00751,1.0,563,563,Facing facts about deliberate practice,deliberate practice;music;expertise;expert performance;individual differences;talent
fpsyg.2016.00861,1.0,576,576,Editorial: Is the Language Faculty Nonlinguistic?,Universal Grammar;development;innateness;evolution;phonology;syntax;semantics
fpsyg.2015.00668,1.0,586,586,Editorial: The long and short of mental time travel self-projection over time-scales large and small,time perception;consciousness;mental time travel;oscillatory activity;memory;attention;rhythm perception;internal clock
fpsyg.2012.00086,1.0,611,611,The Effects of Aerobic Activity on Brain Structure,exercise;plasticity;hippocampus;neurogenesis;angiogenesis;learning;environmental enrichment;aging
fpsyg.2014.00202,0.9983818770226537,617,618,"Clinical knowledge, health policies and social identities. Commentary on Lara Rzesnitzek (2013) Early psychosis as a mirror of biologist controversies in post war German, Anglo-Saxon and Soviet psychiatry ",early diagnosis;schizophrenia;mental health policy;psychiatric profession;experience of illness
fpsyg.2014.00187,0.9983361064891847,600,601,Connectionism coming of age: legacy and future challenges,recurrent networks;interactive processing;probabilistic cognition;computational modeling;language acquisition;language processing;speech perception;computational linguistics
fpsyg.2015.00234,0.9983136593591906,592,593,Toward an embodied science of intersubjectivity: widening the scope of social understanding research,intersubjectivity;social interaction;embodiment;enaction;methodology
fpsyg.2015.01929,0.9983136593591906,592,593,Editorial: Dynamics of Sensorimotor Interactions in Embodied Cognition,embodied cognition;grounded cognition;situated cognition;sensorimotor interactions;memory;action;perception;emotion
fpsyg.2014.00813,0.9983050847457627,589,590,"On the interrelation between reduced lateralization, schizotypy, and creativity",laterality;creativity;schizotypy;schizophrenia;hemisphere
fpsyg.2016.00736,0.9982638888888888,575,576,Commentary: Effects of psilocybin on time perception and temporal control of behavior in humans,subjective time perception;temporal processing;psilocybin;5-HT2A receptor;schizophrenia;serotonin;altered states of consciousness
fpsyg.2016.00792,0.9982363315696648,566,567,Expertise and the Interaction between Different Perceptual-Cognitive Skills: Implications for Testing and Training,expert performance;skill acquisition;representative task design;anticipation;decision making
fpsyg.2013.00395,0.998220640569395,561,562,The causes of variation in learning and behavior: why individual differences matter,correlational studies;learning;behaviorism;causes of variation;spatial learning;associative learning;general intelligence
fpsyg.2015.00154,0.9982142857142857,559,560,"Future-minded: the role of prospection in Agency, Control, and other goal-directed processes",prospection;feedforward;control;planning;memory
fpsyg.2012.00613,0.9981916817359855,552,553,Issues and Perspectives in Meditation Research: In Search for a Definition,meditation;definition;neural correlates;consciousness;contemplative practice
fpsyg.2014.01517,0.9981684981684982,545,546,Toward psychiatry as a human science of mind. The case of depressive disorders in DSM-5,depression;DSM;reductionism;normativity;diagnosis;bereavement;constructivism;naturalism
fpsyg.2015.01763,0.9981549815498155,541,542,Music in Research and Rehabilitation of Disorders of Consciousness: Psychological and Neurophysiological Foundations,consciousness;DoC;music;rehabilitation;psychology;neurophysiology
fpsyg.2014.00896,0.9967159277504105,607,609,"Darwin's neuroscientist: Gerald M. Edelman, 1929 2014",consciousness;neural Darwinism;gamma globulin;reentry;selection
fpsyg.2015.00115,0.996694214876033,603,605,Creativity and working memory capacity in sports: working memory capacity is not a limiting factor in creative decision making amongst skilled performers,working memory;creativity;soccer;experience;divergent thinking;convergent thinking
fpsyg.2015.00615,0.9966832504145937,601,603,The benefits of looking at intraindividual dynamics in cognitive training data,working memory;training;intraindividual variability;micro-longitudinal;within-person;trajectories;fluctuations;learning disabilities
fpsyg.2014.01185,0.9966499162479062,595,597,Neurobiological foundations of neurologic music therapy: rhythmic entrainment and the motor system,auditory rhythm;entrainment;music;neurologic music therapy;rehabilitation
fpsyg.2013.00412,0.9966386554621849,593,595,"Consciousness, brain, neuroplasticity",consciousness;neuroplasticity;memory
fpsyg.2015.00677,0.9966329966329966,592,594,Embracing comorbidity: a way toward understanding the role of motivational and control processes in cannabis use disorders,cannabis use disorders;depression;anxiety;comorbidity;motivation;control
fpsyg.2015.00323,0.9966216216216216,590,592,What's really wrong with cognitive behavioral therapy for psychosis?,psychosis;cognitive-behavioral therapy;schizophrenia;hallucinations;delusions;efficacy;evidence-based practice;dissemination
fpsyg.2013.00637,0.9966216216216216,590,592,"Dreaming, waking conscious experience, and the resting brain: report of subjective experience as a tool in the cognitive neurosciences",sleep;consciousness;dreaming;mentation;memory;cognitive neuroscience;default network
fpsyg.2013.00538,0.9964912280701754,568,570,Freedom of the mind,meditation;consciousness;nondual awareness;mindfulness;mind wandering
fpsyg.2015.00660,0.9964912280701754,568,570,How to go beyond the body: an introduction,embodied cognition;grounded cognition;extended cognition;perception;action;concepts
fpsyg.2015.00586,0.9964726631393298,565,567,Commentary: Olfactory aversive conditioning during sleep reduces cigarette-smoking behavior,aversive therapy;behavioral change;learning;odors;sleep
fpsyg.2014.00427,0.9964285714285714,558,560,Speech is not special again,sensorimotor effects on perception;multisensory integration;speech perception;auditory processing;Motor Theory
fpsyg.2014.01083,0.996415770609319,556,558,"Focused attention, open monitoring and loving kindness meditation: effects on attention, conflict monitoring, and creativity A review",open monitoring;focused attention;attention;ACC;conflict monitoring;vipassana
fpsyg.2016.00968,0.9962962962962963,538,540,Commentary: How Child's Play Impacts Executive Function-Related Behaviors,play therapy;executive functions;emotion regulation;defense mechanisms;psychoanalytic therapy
fpsyg.2016.00449,0.9962756052141527,535,537,Corrigendum: The Application of Timing in Therapy of Children and Adults with Language Disorders,temporal information processing;language;cognitive functions;aphasia;specific language disorder
fpsyg.2011.00148,0.9962616822429906,533,535,Subjective and Objective Cognitive Dysfunction in Schizophrenia is there a Link?,subjective;objective;cognitive;insight;schizophrenia;self-assessment
fpsyg.2014.00841,0.99609375,510,512,Effects of distraction on memory and cognition: a commentary,attention;distraction;domain-general suppression;domain-specific interference;aging
fpsyg.2014.00470,0.9949832775919732,595,598,Designing a better brain: insights from experts and savants,autism;brain;cognitive illusion;creativity;Einstellung effect;expertise;perception;savants
fpsyg.2015.01601,0.9949324324324325,589,592,Language and other artifacts: socio-cultural dynamics of niche construction,biocultural niche construction;language;symbolic cognitive artifact;time concepts;human life course;social institutions
fpsyg.2014.00869,0.9949066213921901,586,589,A latch on priming,coding;model;mixed selectivity;neural network;noise;reinforcement learning;semantic;working memory
fpsyg.2015.01355,0.9947275922671354,566,569,Brain asymmetry in the white matter making and globularity,brain asymmetry;lateralization;skull;globularity;corpus callosum;white matter;brain rhythms;language
fpsyg.2014.01056,0.9945945945945946,552,555,A unified signal of attentional control,vision;attention;reward;primary visual cortex;animals
fpsyg.2013.00578,0.9945255474452555,545,548,Does noise affect learning? A short review on noise effects on cognitive performance in children,noise;cognitive performance;cognitive development;children;speech perception;listening comprehension;irrelevant sound effect;classroom acoustics
fpsyg.2014.00472,0.9932088285229203,585,589,The mind-body relationship in psychotherapy: grounded cognition as an explanatory framework,embodiment;embodied cognition;psychosocial treatments;psychotherapy;naturalism;phenomenology;mindbody;grounded cognition
fpsyg.2015.00218,0.9931856899488927,583,587,"Primary process emotion, identity, and culture: cultural identification's roots in basic motivation",culture;emotion;attachment;motivation;cultural symbols;identity;meaning;security
fpsyg.2013.00758,0.9930555555555556,572,576,Dynamics of decision-making: from evidence accumulation to preference and belief,decision making;belief;evidence accumulation;data-generating process;problem solving
fpsyg.2013.00950,0.993006993006993,568,572,Building a functional multiple intelligences theory to advance educational neuroscience,functional multiple intelligences;fMI;multiple intelligences;learning;education;cognitive inhibition;educational neuroscience
fpsyg.2014.01145,0.993006993006993,568,572,Creativity and schizophrenia spectrum disorders across the arts and sciences,mental illness;creativity;madness;schizophrenia;schizotypy;personality;schizophrenia-spectrum disorders
fpsyg.2015.00227,0.9929824561403509,566,570,Commentary: A pointer about grasping numbers,numerical cognition;embodied cognition;gestures;numeracy training;mathematical cognition
fpsyg.2014.01553,0.9929701230228472,565,569,What are memory-perception interactions for? Implications for action,embodied cognition;memory;knowledge;perception-action interaction;size perception;grasping movements
fpsyg.2014.00115,0.9929453262786596,563,567,Consciousness a system-theoretical approach,consciousness;psychology;motor behavior;human cognition;neuroscience
fpsyg.2014.00933,0.9929453262786596,563,567,Self-control depletion is more than motivational switch from work to fun: the indispensable role of cognitive adaptation,self-control;resource depletion;cognitive control;switch costs;adaptation
fpsyg.2011.00005,0.9929203539823008,561,565,The Mechanics of Embodiment: A Dialog on Embodiment and Computational Modeling,grounded cognition;embodiment;simulation;cognitive robotics;computational modeling;situated cognition;embodied cognition
fpsyg.2016.00102,0.9926739926739927,542,546,What's in a Name? The Multiple Meanings of Chunk and Chunking ,chunk;chunking;compression;implicit learning;long-term memory;motor action;strategy;working memory
fpsyg.2014.00302,0.99185667752443,609,614,"Action scaling of distance perception is task specific and does not predict the embodiment of culture : a comment on Soliman, Gibson, and Glenberg (2013)",Proffitt;embodiment;action-scaling;perceived distance
fpsyg.2014.01007,0.9916387959866221,593,598,Studying the various facets of emotional aging,emotional aging;emotion perception;emotion-related cognition;emotion experience;emotion regulation;multi-faceted
fpsyg.2014.01165,0.9914383561643836,579,584,A plea for a more dialectical relationship between personal and subpersonal levels of analysis,attachment;dynamic psychology;folk psychology;interface problem;mark of the cognitive;motivation;subpersonal level;the unconscious
fpsyg.2015.01523,0.9914236706689536,578,583,Impaired reasoning and problem-solving in individuals with language impairment due to aphasia or language delay,reasoning;problem-solving;aphasia;language delay;deafness;thought;language;inner speech
fpsyg.2014.00104,0.9914236706689536,578,583,Rationality and the illusion of choice,rationality;decision making;folk psychology;illusion of control;reasoning
fpsyg.2014.00594,0.9913494809688581,573,578,The co-constitution of the self and the world: action and proprioceptive coupling,proprioception;sensory substitution;enaction;perception;coupling;self-world duality;cybernetics
fpsyg.2013.00554,0.9912587412587412,567,572,Time in terms of space,time;space;cross-cultural;metaphor;linguistics;linguistic relativity;gesture;bilingualism
fpsyg.2014.01595,0.9911816578483245,562,567,Hormones as difference makers in cognitive and socioemotional aging processes,hormones;aging;cognitive functioning;socioemotional functioning;cortisol;estrogen;testosterone;oxytocin
fpsyg.2016.00185,0.9906015037593985,527,532,Editorial: The Variable Mind? How Apparently Inconsistent Effects Might Inform Model Building,experimental variability;individual differences;reading;bilingualism;dyslexia
fpsyg.2013.00955,0.9900826446280991,599,605,"Prediction, attention, and unconscious processing in hierarchical auditory perception",predictive coding;prediction;attention;unconscious processing;amusia
fpsyg.2013.00819,0.9899497487437185,591,597,Human olfactory consciousness and cognition: its unusual features may not result from unusual functions but from limited neocortical processing resources,olfaction;function;consciousness;comparative;cross-modal
fpsyg.2014.01000,0.98989898989899,588,594,Development of control of attention from different perspectives,development;attention control;distraction;task-irrelevant;children;involuntary attention
fpsyg.2014.01464,0.9896013864818024,571,577,Understanding multilingualism and its implications,bilingualism;language acquisition;psycholinguistic methods;language pedagogy;second langauge literacy development
fpsyg.2014.00753,0.9895833333333334,570,576,The anxiolytic effects of resistance exercise,anxiety;exercise;mental health;resistance;strength training
fpsyg.2015.01631,0.9894551845342706,563,569,Language may indeed influence thought,consciousness;culture;discourse;language;relativity;thought;Whorf
fpsyg.2016.00347,0.9893992932862191,560,566,Depression and Inflammatory Periodontal Disease Considerations An Interdisciplinary Approach,depression;periodontitis;inflammation;cytokines;periodontal disease;smoking;oxidative stress;psychology
fpsyg.2014.01269,0.9892857142857143,554,560,The intersection between Descriptivism and Meliorism in reasoning research: further proposals in support of soft normativism ,rationality paradox;normativism;radical relativism;descriptivism;soft normativism;reflective equilibrium;individual differences;reasoning
fpsyg.2014.00248,0.9891696750902527,548,554,"Early and late selection: effects of load, dilution and salience",attention;early selection;late selection;perceptual load;dilution;salience
fpsyg.2011.00273,0.9886363636363636,522,528,Bilingualism and Creativity: Benefits in Convergent Thinking Come with Losses in Divergent Thinking,bilingualism;creativity;divergent thinking;convergent thinking
fpsyg.2014.00513,0.9882352941176471,588,595,How intent to interact can affect action scaling of distance: reply to Wilson,culture;self-construal;embodied cognition;distance perception;motor effort
fpsyg.2012.00083,0.987719298245614,563,570,Recognition of Social Identity in Ants,nestmate recognition;learning;social insects
fpsyg.2013.00678,0.9862778730703259,575,583,A scientific approach to silent consciousness,consciousness;attention;voluntary control;global workspace theory;cortex
fpsyg.2016.00709,0.9861830742659758,571,579,Commentary: Weighty data: importance information influences estimated weight of digital information storage devices,weight;embodied cognition;grounded cognition;modularity of perception;distributional theories
fpsyg.2016.00740,0.9859649122807017,562,570,"Commentary: Mindfulness training for reducing anger, anxiety, and depression in fibromyalgia patients",mindfulness;fibromyalgia;psychotherapy;anger;depression
fpsyg.2016.00876,0.9859402460456942,561,569,Editorial: Overlap of Neural Systems for Processing Language and Music,musical training;language;speech;music;auditory perception;neural plasticity;development;neural overlap
fpsyg.2015.00947,0.9858407079646018,557,565,Editorial: PsychOncology: clinical psychology for cancer patients Cancer: the key role of clinical psychology,cancer;psychoncology;psychological distress;depression;caregiver
fpsyg.2014.00335,0.9858156028368794,556,564,The role of domain-general cognitive control in language comprehension,multiple-demand system;cognitive control;fMRI;sentence processing;language;modularity
fpsyg.2012.00339,0.9854280510018215,541,549,The Theory Behind the Age-Related Positivity Effect,positivity effect;aging;emotion regulation;motivation;attention;memory
fpsyg.2015.00230,0.9852125693160814,533,541,Music and health: what interventions for what results?,music;music therapy;evidence-based approach;health
fpsyg.2016.00143,0.9829867674858223,520,529,Understanding and Remediating Social-Cognitive Dysfunctions in Patients with Serious Mental Illness Using Relational Frame Theory,schizophrenia;autism;social cognition;perspective-taking;Relational Frame Theory
fpsyg.2015.01011,0.9828767123287672,574,584," No more a child, not yet an adult : studying social cognition in adolescence",adolescence;social cognition;theory of mind;mindreading;metacognition;self-reflection;development
fpsyg.2014.00009,0.9810606060606061,518,528,Narrative or self-feeling? A historical note on the biological foundation of the depressive situation ,depression;history of psychiatry;depersonalization;self-feeling;self-awareness
fpsyg.2015.00915,0.9808027923211169,562,573,Patanjali and neuroscientific research on meditation,Patanjali;meditation;brain processes;consciousness;resting state;contrastive method in fMRI;functional brain networks;dynamical systems
fpsyg.2015.00005,0.9804964539007093,553,564,Still wanted the mechanisms of consciousness!,consciousness;NCC;perception;state of consciousness;TMS;multivariate pattern analysis
fpsyg.2015.00086,0.9801980198019802,594,606,Stages in the psychological resolution of schizophrenia,schizophrenia;recovery;psychoanalytic psychotherapy;motivation;PPCC model
fpsyg.2012.00490,0.9789983844911146,606,619,Near-Death-Like Experiences without Life-Threatening Conditions or Brain Disorders: A Hypothesis from a Case Report,death studies;bodymind problem;consciousness
fpsyg.2015.00242,0.9788732394366197,556,568,Working memory and referential communication multimodal aspects of interaction between children with sensorineural hearing impairment and normal hearing peers,child hearing impairment;referential communication;working memory;phonological short term memory;gaze behavior
fpsyg.2015.00160,0.9786476868327402,550,562,Integrating emotion regulation and emotional intelligence traditions: a meta-analysis,emotional intelligence;emotional competence;emotion regulation;coping;review;meta-analysis
fpsyg.2014.00931,0.9781512605042016,582,595,Olfactory consciousness across disciplines,olfaction;smell;consciousness;theories of consciousness;perceptual consciousness
fpsyg.2016.00930,0.9779661016949153,577,590,Editorial: The Temporal Dynamics of Cognitive Processing,memory;attention;cognitive control;aging;social decision making
