article id,fp ratio,fp count,support,title,original keywords
fpsyg.2013.00214,1.0,368,368,The embodied mind extended: using words as social tools,embodied cognition;extended cognition;tool-use;words as tools;language comprehension;social cognition;body schema;incorporation
fpsyg.2014.01286,1.0,302,302,Why call bodily sense making languaging ?,primary intersubjectivity;sense making;languaging;affectivity;language
fpsyg.2016.00448,1.0,330,330,Action Contribution to Competence Judgments: The Use of the Journey Schema,embodied cognition;metaphor;competence;warmth;politician perception
fpsyg.2016.00709,1.0,333,333,Commentary: Weighty data: importance information influences estimated weight of digital information storage devices,weight;embodied cognition;grounded cognition;modularity of perception;distributional theories
fpsyg.2014.00895,1.0,322,322,Narrativity and enaction: the social nature of literary narrative understanding,narrative;narrative understanding;literature;participatory sense-making;social cognition
fpsyg.2015.00940,1.0,329,329,Routes to embodiment,embodied cognition;grounded cognition;simulation;priming;metaphors
fpsyg.2016.00571,1.0,343,343,"Landscape and Health: Connecting Psychology, Aesthetics, and Philosophy through the Concept of Affordance",affordance;agency;ecological psychology;health;landscape;naturalistic aesthetics;well-being;perception
fpsyg.2014.00513,1.0,320,320,How intent to interact can affect action scaling of distance: reply to Wilson,culture;self-construal;embodied cognition;distance perception;motor effort
fpsyg.2015.01660,1.0,348,348,Embodied cognition and circular causality: on the role of constitutive autonomy in the reciprocal coupling of perception and action,embodied cognition;autonomy;agency;circular causality;homeostasis;allostasis
fpsyg.2015.01525,1.0,335,335,Mechanisms of embodiment,embodied cognition;sensorimotor simulation;memory;cognition;online embodiment;offline embodiment
fpsyg.2014.00850,1.0,333,333,Understanding social engagement in autism: being different in perceiving and sharing affordances,social cognition;theory of mind;embodied cognition;affordances;autism spectrum disorder
fpsyg.2014.01553,0.9973262032085561,373,374,What are memory-perception interactions for? Implications for action,embodied cognition;memory;knowledge;perception-action interaction;size perception;grasping movements
fpsyg.2014.01165,0.9972677595628415,365,366,A plea for a more dialectical relationship between personal and subpersonal levels of analysis,attachment;dynamic psychology;folk psychology;interface problem;mark of the cognitive;motivation;subpersonal level;the unconscious
fpsyg.2015.01978,0.997134670487106,348,349,"Creative Practices Embodied, Embedded, and Enacted in Architectural Settings: Toward an Ecological Model of Creativity",creativity;architectural design;embodied cognition;embedded cognition;enactive cognition;affordance;ecological psychology;niche construction
fpsyg.2014.01533,0.9970588235294118,339,340,SMART-ER: a Situation Model of Anticipated Response consequences in Tactical decisions in skill acquisition Extended and Revised,embodied cognition;sport;topdown process;bottomup process;skill acquisition
fpsyg.2015.01546,0.9970501474926253,338,339,"Knowledge, curiosity, and aesthetic chills",aesthetic chills;musicology;curiosity;emotion;knowledge
fpsyg.2016.00554,0.9970238095238095,335,336,"Corrigendum: Where am I? Who am I? The Relation Between Spatial Cognition, Social Cognition, and Individual Differences in the Built Environment",spatial cognition;social cognition;navigation;personality;reference frames;allocentric frame of reference;egocentric frame of reference;cognitive neuroscience
fpsyg.2015.00227,0.9969512195121951,327,328,Commentary: A pointer about grasping numbers,numerical cognition;embodied cognition;gestures;numeracy training;mathematical cognition
fpsyg.2014.01385,0.9969418960244648,326,327,The origin of consciousness and beyond,consciousness;evolution;self concept;epistemology;psychology
fpsyg.2014.00209,0.9969230769230769,324,325,Slow time perception can be learned,risk;recreation;cognition;fear;dilation;accidents
fpsyg.2013.01003,0.9968553459119497,317,318,Affordances and the musically extended mind,music;affordances;extended cognition;emotions;emotion regulation;phenomenology
fpsyg.2014.00916,0.9968553459119497,317,318,Near-infrared spectroscopy: recent advances in infant speech perception and language acquisition research,language learning;language developmental;speech perception;brain specialization for language;near-infrared spectroscopy;developmental cognitive neuroscience
fpsyg.2013.00242,0.9967948717948718,311,312,A new perspective on the functioning of the brain and the mechanisms behind conscious processes,consciousness;quantum physics;stochastic electrodynamics;zero-point field;attractors
fpsyg.2015.01579,0.9966329966329966,296,297,Beyond mechanistic interaction: value-based constraints on meaning in language,distributed cognition;embodied cognition;values;language as social coordination;language development;dynamical systems
fpsyg.2013.00554,0.9943342776203966,351,353,Time in terms of space,time;space;cross-cultural;metaphor;linguistics;linguistic relativity;gesture;bilingualism
fpsyg.2015.01039,0.9942363112391931,345,347,Erratum on: Follow the heart or the head? The interactive influence model of emotion and cognition,emotion;reason;dual-process;decision making;emotion regulation
fpsyg.2014.01233,0.9938461538461538,323,325,Pooling the ground: understanding and coordination in collective sense making,dialog;common ground;perspective-taking;coordination dynamics;language
fpsyg.2014.00594,0.9937694704049844,319,321,The co-constitution of the self and the world: action and proprioceptive coupling,proprioception;sensory substitution;enaction;perception;coupling;self-world duality;cybernetics
fpsyg.2013.00720,0.9936908517350158,315,317,Erratum: Genetic modulation of training and transfer in older adults: BDNF Val66Met polymorphism is associated with wider useful field of view,videogame;brain-derived neurotrophic factor;useful field of view;brain training;aging
fpsyg.2013.00829,0.9921875,381,384,On a generalized magnitude system in the brain: an integrative perspective,time;space;numbers;perception;cognition
fpsyg.2016.00706,0.9921052631578947,377,380,Corrigendum: Bifactor analysis and construct validity of the Five Facet Mindfulness Questionnaire (FFMQ) in non-clinical Spanish samples,Five Facet Mindfulness Questionnaire;bifactor model;structural equation modeling;anxiety;depression
fpsyg.2015.00329,0.9919786096256684,371,374,"Commentary on: Agency, time, and causality ",agency;causality;culture;cognition;language;personhood;cross-cultural comparison
fpsyg.2013.00285,0.9919354838709677,369,372,A Dynamical Systems Account of Sensorimotor Contingencies,embodied cognition;sensorimotor contingencies;dynamical systems;sensorimotor approach to perception;minimal cognition
fpsyg.2016.00515,0.991869918699187,366,369,On Picturing a Candle: The Prehistory of Imagery Science,visual imagery;fMRI;imagination;philosophy of mind;history of philosophy;history of psychology
fpsyg.2011.00086,0.99079754601227,323,326,The Radical Plasticity Thesis: How the Brain Learns to be Conscious,consciousness;learning;subjective experience;neural networks;emotion
fpsyg.2014.00466,0.9905956112852664,316,319,Individual differences in associative learning,learning;associationism;computational psychopathology;conditioning (psychology);individual differences
fpsyg.2014.01152,0.9905660377358491,315,318,Objectivity of human consciousness is a product of tool usage,consciousness;goal-directedness;object;play;tool
fpsyg.2015.00096,0.9903846153846154,309,312,"Control your mind, make affordance available",affordance control;ecological approach;action;perception;biofunctional understanding;embodied cognition
fpsyg.2012.00490,0.9903225806451613,307,310,Near-Death-Like Experiences without Life-Threatening Conditions or Brain Disorders: A Hypothesis from a Case Report,death studies;bodymind problem;consciousness
fpsyg.2015.00133,0.9886685552407932,349,353,"Educational neuroscience, constructivism, and the mediation of learning and creativity in the 21st century",educational neuroscience;transfer;neuroplasticity;reasoning;neuromyth;creativity;math;music
fpsyg.2012.00361,0.9886039886039886,347,351,Abstract Spatial Concept Priming Dynamically Influences Real-World Actions,spatial cognition;embodied cognition;masked priming;mouse tracking;abstract concepts
fpsyg.2015.00668,0.9883720930232558,340,344,Editorial: The long and short of mental time travel self-projection over time-scales large and small,time perception;consciousness;mental time travel;oscillatory activity;memory;attention;rhythm perception;internal clock
fpsyg.2013.00728,0.9883040935672515,338,342,Option generation in decision-making research: why just talk?,options;option generation;decision making;cognitive modeling;experimental design;reinforcement learning;computational modeling
fpsyg.2014.01043,0.9878419452887538,325,329,Early influence of auditory stimuli on upper-limb movements in young human infants: an overview,review;auditory-motor interaction;upper-limb movements;newborns;infants;development;atypical development
fpsyg.2015.00154,0.9877300613496932,322,326,"Future-minded: the role of prospection in Agency, Control, and other goal-directed processes",prospection;feedforward;control;planning;memory
fpsyg.2014.01459,0.9877300613496932,322,326,Walking boosts your performance in making additions and subtractions,numerical cognition;body motion;embodied cognition;arithmetical calculations;horizontal axis
fpsyg.2016.01059,0.987012987012987,304,308,Joint Perception of a Shared Object: A Minimalist Perceptual Crossing Experiment,perceptual crossing;Participatory Sense-Making (PSM);social cognition;joint attention;minimalism
fpsyg.2015.01047,0.9857549857549858,346,351,Evolved biocultural beings (who invented computers),evolutionary psychology;extended mind;cognition;culture;embodied cognition
fpsyg.2014.00360,0.9851632047477745,332,337,"Clustering, hierarchical organization, and the topography of abstract and concrete nouns",semantic memory;concreteness;abstract concepts;embodied cognition;emotion;magnitude
fpsyg.2014.01520,0.9848484848484849,325,330,Creativity and aesthetic evaluation. Two proposals to improve the model of aesthetic dis/fluency,perception;aesthetic pleasure;dis/fluency;feelings of knowing;mood
fpsyg.2014.01208,0.9847094801223242,322,327,"Perception of visual advertising in different media: from attention to distraction, persuasion, preference and memory",advertising;eye movements;attention;memory;ad format;animation;internet;media
fpsyg.2015.00166,0.9845679012345679,319,324,Awareness shaping or shaped by prediction and postdiction: Editorial,consciousness;vision;audition;touch;motor control;action;motion perception
fpsyg.2015.00574,0.9839228295819936,306,311,Corrigendum: Comprehending non-native speakers: theory and evidence for adjustment in manner of processing,corrigendum;psycholinguistics;non-native speakers;working memory;comprehension;expectations;top-down processing
fpsyg.2013.00412,0.983739837398374,363,369,"Consciousness, brain, neuroplasticity",consciousness;neuroplasticity;memory
fpsyg.2014.01265,0.9828571428571429,344,350,Do intentions for action penetrate visual experience?,cognitive penetration of perception;two visual systems hypothesis;intention;consciousness;motor control
fpsyg.2015.01605,0.9826589595375722,340,346,Good is up spatial metaphors in action observation,embodied cognition;spatial metaphors;emotional valence;action observation;action perception
fpsyg.2014.00115,0.9824046920821115,335,341,Consciousness a system-theoretical approach,consciousness;psychology;motor behavior;human cognition;neuroscience
fpsyg.2014.00790,0.9813084112149533,315,321,"Thrills, chills, frissons, and skin orgasms: toward an integrative model of transcendent psychophysiological experiences in music",chills;frissons;emotion;music;review
fpsyg.2016.00858,0.981081081081081,363,370,Abnormal Default System Functioning in Depression: Implications for Emotion Regulation,depression;default system;emotion regulation;self;psychodynamic;psychotherapy;neuroimaging
fpsyg.2013.00746,0.9809264305177112,360,367,"Why are dreams interesting for philosophers? The example of minimal phenomenal selfhood, plus an agenda for future research1",consciousness;self-consciousness;minimal phenomenal selfhood;full-body illusions;out-of-body experiences;bodiless dreams;first-person perspective;mind wandering
fpsyg.2015.01241,0.9802631578947368,298,304,Neural basis of attachment-caregiving systems interaction: insights from neuroimaging studies,attachment;caregiving system;limbic system;fMRI;orbitofrontal cortex;amygdala;trauma;AAI
fpsyg.2016.00861,0.9801136363636364,345,352,Editorial: Is the Language Faculty Nonlinguistic?,Universal Grammar;development;innateness;evolution;phonology;syntax;semantics
fpsyg.2015.01857,0.9799426934097422,342,349,Corrigendum: Brain asymmetry in the white matter making and globularity,brain asymmetry;white matter;lateralization;brain rhythms;language
fpsyg.2016.00896,0.9776357827476039,306,313,Editorial: The Social Nature of Emotions,emotion;emotional expression;emotion processing;group processes;culture;social interaction;affective science
fpsyg.2014.01016,0.9763313609467456,330,338,Shared intentional engagement through language and phenomenal experience,interaction;engagement;intentionality;consciousness;phenomenology;phenomenal experience;experience;sensations
fpsyg.2014.00341,0.9753086419753086,316,324,The consciousness state space (CSS) a unifying model for consciousness and self,consciousness;time;awareness;emotion;self;default mode network;flow experience;meditation
fpsyg.2015.00230,0.9751381215469613,353,362,Music and health: what interventions for what results?,music;music therapy;evidence-based approach;health
fpsyg.2016.00164,0.9751381215469613,353,362,Corrigendum: Arousal and exposure duration affect forward step initiation,emotion;motor activity;gait;reaction time;kinematics
fpsyg.2016.00971,0.9748427672955975,310,318,Corrigendum: Extending decision making competence to special populations: a pilot study of persons on the autism spectrum,decision making;persons on the autism spectrum;risk taking;perception of social norms;framing effects
fpsyg.2015.00856,0.9747899159663865,348,357,Neural correlates of visualizations of concrete and abstract words in preschool children: a developmental embodied approach,embodied cognition;preschool children;word processing;ERPs;visual mental imagery;visualization
fpsyg.2016.00762,0.9743589743589743,304,312,Editorial: Components of the Language-Ready Brain,language;language development;evolution;neurolinguistics;evolutionary biology
fpsyg.2014.00974,0.9741100323624595,301,309,The joint Simon effect: a review and theoretical integration,joint action;joint Simon effect;social cognition;stimulus-response compatibility;referential coding;review
fpsyg.2015.00450,0.9739884393063584,337,346,"Experience sharing, emotional reciprocity, and turn-taking",turn-taking;emotion;experience sharing;emotional contagion;conversation analysis
fpsyg.2014.00737,0.9734513274336283,330,339,Understanding expertise and non-analytic cognition in fingerprint discriminations made by humans,expertise;fingerprints;decision making;forensics;non-analytical reasoning;testimony;instance-based learning
fpsyg.2013.00922,0.9717514124293786,344,354,Studying the social dimension of emotion regulation,emotion regulation;social context;emotion;anticipated emotions;social emotions;social cognition;mimicry
fpsyg.2014.00723,0.9711538461538461,303,312,Are there really autonomous unconscious goals that drive behavior? An event-control approach to goals and actions,consciousness;unconscious;goals;event-control;control hierarchy;actions
fpsyg.2015.02040,0.9704142011834319,328,338,Restoring the integrative value to the notion of executive function. Commentary on: Advancing understanding of executive function impairments and psychopathology: bridging the gap between clinical and cognitive approaches ,executive function;functional systems;inferences;cognition;psychopathology
fpsyg.2015.01873,0.96996996996997,323,333,It's just evolution. Commentary: A crisis in comparative psychology: where have all the undergraduates gone?,comparative psychology;evolution;undergraduate students;cognition;recruitment;comparative cognition
fpsyg.2014.00100,0.9695121951219512,318,328,Intersubjectivity in schizophrenia: life story analysis of three cases,schizophrenia;phenomenology;hermeneutic;intersubjectivity;life stories;clinical psychology
fpsyg.2014.00202,0.9682539682539683,305,315,"Clinical knowledge, health policies and social identities. Commentary on Lara Rzesnitzek (2013) Early psychosis as a mirror of biologist controversies in post war German, Anglo-Saxon and Soviet psychiatry ",early diagnosis;schizophrenia;mental health policy;psychiatric profession;experience of illness
fpsyg.2011.00244,0.9681159420289855,334,345,Re-Appreciating the Why of Cognition: 35 Years after Marr and Poggio,computational level;cognition;Marr;context;goal
fpsyg.2013.00754,0.9680232558139535,333,344,"Affect-related synesthesias: a prospective view on their existence, expression and underlying mechanisms",synesthesia;emotion;affect;appraisal;stability;state dependency;crossmodal
fpsyg.2013.00408,0.9668674698795181,321,332,Brain basis of self: self-organization and lessons from dreaming,self-organization;dreaming;brain lesions;self;consciousness
fpsyg.2015.00576,0.9658792650918635,368,381,Is it the real deal? Perception of virtual characters versus humans: an affective cognitive neuroscience perspective,uncanny valley;virtual characters;naturalistic stimuli;virtual reality;fMRI;emotion perception;action perception;social interaction
fpsyg.2014.01433,0.9657142857142857,338,350,Navigating beyond here & now affordances on sensorimotor maturation and false belief performance,affordances;false belief test;metacognition;sensorimotor priors;developmental psychology;embodied cognition;theory of mind;social cognition
fpsyg.2015.00083,0.9653179190751445,334,346,The coherent and fluent mind: how unified consciousness is constructed from cross-modal inputs via integrated processing experiences,consciousness;coherence;fluency;subjective experience;cross-modal perception
fpsyg.2016.00412,0.963963963963964,321,333,What Are Shared Emotions (for)?,shared emotions;minimalism;joint action;development;phenomenology;coordination;cooperation
fpsyg.2014.00065,0.9636871508379888,345,358,The direct perception hypothesis: perceiving the intention of another s action hinders its precise imitation,phenomenology;perception;symbolic culture;development;chimpanzee;social cognition; enculturation;comparative psychology
fpsyg.2014.00275,0.9615384615384616,325,338,A perceptual account of symbolic reasoning,human reasoning;formal logic;mathematics;embodied cognition;perception
fpsyg.2016.00968,0.9607250755287009,318,331,Commentary: How Child's Play Impacts Executive Function-Related Behaviors,play therapy;executive functions;emotion regulation;defense mechanisms;psychoanalytic therapy
fpsyg.2016.00792,0.9577464788732394,340,355,Expertise and the Interaction between Different Perceptual-Cognitive Skills: Implications for Testing and Training,expert performance;skill acquisition;representative task design;anticipation;decision making
fpsyg.2013.00478,0.9576271186440678,339,354,Conscious thought does not guide moment-to-moment actions it serves social and cultural functions,consciousness;conscious thought;action control;cultural evolution;unconscious
fpsyg.2014.00427,0.956140350877193,327,342,Speech is not special again,sensorimotor effects on perception;multisensory integration;speech perception;auditory processing;Motor Theory
fpsyg.2015.00538,0.9556213017751479,323,338,Origin of music and embodied cognition,music origin;cognitive dissonance;musical emotions;embodied cognition;hierarchy of the mind;abstract thoughts;knowledge instinct
fpsyg.2015.01250,0.954983922829582,297,311,Music and literature: are there shared empathy and predictive mechanisms underlying their affective impact?,music;literature;emotions;esthetic;empathy;theory of mind;tension;active inference
fpsyg.2014.00538,0.954954954954955,318,333,Cortical processing of object affordances for self and others' action,perception;space;sensorimotor transformation;visual streams;grasping
fpsyg.2015.01527,0.9546925566343042,295,309,Book Review: Cognitive Neuroscience of Natural Language Use,language processing;fMRI;EEG/MEG;ecological validity;methodology;philosophy
fpsyg.2015.01329,0.952076677316294,298,313,Conditions for minimal intelligence across eukaryota: a cognitive science perspective,minimal intelligence;eukaryota;learning;memory;adaptive behavior;decision-making;problem solving
fpsyg.2012.00536,0.9519230769230769,297,312,How Body Balance Influences Political Party Evaluations: A Wii Balance Board Study,embodied cognition;conceptual metaphors
fpsyg.2015.00650,0.9516616314199395,315,331,Embodied memory: unconscious smiling modulates emotional evaluation of episodic memories,somatic markers;memory;embodied cognition;facial feedback hypothesis;reconsolidation
fpsyg.2016.00174,0.9507692307692308,309,325,Corrigendum: Social Daydreaming and Adjustment: An Experience-Sampling Study of Socio-Emotional Adaptation During a Life Transition,daydreaming;mind wandering;socio-emotional adaptation;social cognition;social emotion;emotional inertia;loneliness;experience-sampling
fpsyg.2014.00098,0.9495798319327731,339,357,"Aesthetic emotions, what are their cognitive functions?",emotions;aesthetics;beautiful;cognition;music;Kant;mind;mathematical models
fpsyg.2015.00028,0.9473684210526315,288,304,Toward a neural basis for peer-interaction: what makes peer-learning tick?,socio-constructivism;peer-learning;motivation;intersubjectivity;reciprocity;cooperation;reward
fpsyg.2015.01011,0.9449275362318841,326,345," No more a child, not yet an adult : studying social cognition in adolescence",adolescence;social cognition;theory of mind;mindreading;metacognition;self-reflection;development
fpsyg.2013.00680,0.9435736677115988,301,319,Dreaming and the neurobiology of self: recent advances and implications for psychiatry,minimal self;psychosis;schizophrenia;lucidity;dreaming;corollary discharge;sense of agency;self-monitoring
fpsyg.2015.00876,0.9410112359550562,335,356,Effects of word-evoked object size on covert numerosity estimations,numerosity estimation;digitword expression;numerical cognition;embodied cognition
fpsyg.2014.00187,0.9396825396825397,296,315,Connectionism coming of age: legacy and future challenges,recurrent networks;interactive processing;probabilistic cognition;computational modeling;language acquisition;language processing;speech perception;computational linguistics
fpsyg.2014.01133,0.9393063583815029,325,346,Virtual reality and consciousness inference in dreaming,sleep;consciousness;virtual reality;prediction;free energy;rapid eye movements;pontine-geniculate-occipital waves;neuromodulation
fpsyg.2016.00185,0.9377049180327869,286,305,Editorial: The Variable Mind? How Apparently Inconsistent Effects Might Inform Model Building,experimental variability;individual differences;reading;bilingualism;dyslexia
fpsyg.2015.01601,0.9363636363636364,309,330,Language and other artifacts: socio-cultural dynamics of niche construction,biocultural niche construction;language;symbolic cognitive artifact;time concepts;human life course;social institutions
fpsyg.2015.01631,0.93125,298,320,Language may indeed influence thought,consciousness;culture;discourse;language;relativity;thought;Whorf
fpsyg.2011.00125,0.9312320916905444,325,349,The Four Postulates of Freudian Unconscious Neurocognitive Convergences,Freud;psychoanalysis;neuroscience;cognitive styles;intentions;conflict;cognition
fpsyg.2015.01706,0.9304347826086956,321,345,How peer-review constrains cognition: on the frontline in the knowledge sector,peer-review;distributed language;distributed cognition;languaging;ecological psychology;embodied cognition;representation;epistemology
fpsyg.2015.00246,0.9298780487804879,305,328,Attention is complex: causes and effects,attention;selection;basal ganglia;superior colliculus;theory
fpsyg.2013.00261,0.9178885630498533,313,341,Levels of Valence,appraisal;common currency;emotion;pleasure;valence
fpsyg.2014.01126,0.916923076923077,298,325,Hypnoanalgesia and the study of pain experience: from Cajal to modern neuroscience,hypnosis;hypnotic suggestion;analgesia;Santiago Ramn y Cajal;cognitive neuroscience;consciousness;history
fpsyg.2015.00714,0.9158878504672897,294,321,10 years of BAWLing into affective and aesthetic processes in reading: what are the echoes?,Berlin Affective Word List (BAWL);valence decision task;lexical decision task;emotion;word recognition models;neurocognitive poetics;reading;aesthetics
fpsyg.2016.00020,0.9152046783625731,313,342,Keep Calm and Comp. Cog. On. Commentary: A crisis in comparative psychology: where have all the undergraduates gone?,comparative psychology;comparative cognition;undergraduates;graduate programs;education;cognition;evolution
fpsyg.2014.00006,0.9122807017543859,312,342,The ABC of moral development: an attachment approach to moral judgment,moral judgment;moral development;mentalization;infant development;social cognition;attachment theory
fpsyg.2014.01499,0.9074074074074074,294,324,"An introduction to Sugar and spice, and everything nice: exploring prosocial development through infancy and early childhood ",prosocial behavior;development;sharing;helping;infancy;childhood
fpsyg.2011.00069,0.9056047197640118,307,339,The Other Half of the Embodied Mind,embodied mind;emotion;robots
fpsyg.2014.01061,0.9,306,340,Using minimal human-computer interfaces for studying the interactive development of social awareness,social cognition;joint action;social interaction;intersubjectivity;second-person perspective;consciousness;developmental psychology
fpsyg.2015.01231,0.8988439306358381,311,346,Editorial: Taking a hands-on approach: current perspectives on the effect of hand position on vision,embodied cognition;multisensory integration;perception and action;affordance;proprioception
fpsyg.2014.00072,0.8985074626865671,301,335,Dynamic musical communication of core affect,neurodynamics;consciousness;affect;emotion; musical expectancy;oscillation;synchrony
fpsyg.2014.00933,0.8923076923076924,290,325,Self-control depletion is more than motivational switch from work to fun: the indispensable role of cognitive adaptation,self-control;resource depletion;cognitive control;switch costs;adaptation
fpsyg.2013.00812,0.8914285714285715,312,350,Language evolution and recursive thought,language evolution;syntax;universal grammar;cognition;primate cognition
fpsyg.2014.01175,0.8910081743869209,327,367,Temporal structure of consciousness and minimal self in schizophrenia,schizophrenia;time perception;self-concept;consciousness;psychology of the self;psychopathology;experimental psychology
fpsyg.2014.00967,0.890728476821192,269,302,Enactivism and neonatal imitation: conceptual and empirical considerations and clarifications,enactivism;neonatal imitation;intersubjectivity;action understanding;social cognition
